Name,Age_final,Month_BirthDay,Quarter_REA,Half_REA,Cadet_Win,Cadet_Success,Cadet_Part,Junior_Win,Junior_Success,Junior_Part,Senior_Win_CC,Senior_Success_CC,Senior_Part_CC,Senior_Win_WC,Senior_Success_WC,Senior_Part_WC,target_rank,target_group,target_medalist
"de Leon, Luis Alfredo",22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,2.0,1
"Abbasov, Islam",22,3,1,0,2,3,3,4,5,5,0,0,1,0,0,1,5.0,1.0,1
"Abdvali, Saeid Mourad",29,11,4,1,0,0,0,3,4,4,1,4,4,1,2,4,5.0,1.0,1
"Acosta Fernandez, Yasmani",30,7,3,1,0,0,0,1,1,2,1,3,3,0,1,1,8.0,1.0,1
"Ait Ouagram, Zied",30,12,4,1,0,0,0,1,1,2,9,10,10,0,0,4,10.0,1.0,1
"Al -Tameemi, Abbas Shaalan Abdulhakim",36,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2.0,1
"Al Salihi, Taha Yaseen Dhahir",30,8,3,1,0,0,0,0,0,0,0,0,2,0,0,0,18.0,2.0,1
"Aleksandrov Tihomirov, Daniel",27,9,3,1,0,0,0,0,0,2,0,2,4,0,0,3,17.0,2.0,1
"Aleksanyan, Artur",27,10,4,1,0,0,1,1,5,6,3,6,6,3,4,5,5.0,1.0,1
"Alexuc-Ciurariu, Alin",28,2,1,0,0,0,0,0,1,1,0,0,6,0,0,5,11.0,2.0,1
"Aliyari Feyzabadi, Mahdi Abbas",29,3,1,0,0,0,0,0,0,0,3,3,3,0,0,2,3.0,0.0,0
"Alqade, Mostafa Sultan Rayeq",36,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,17.0,2.0,1
"Amatov, Urmatbek",25,5,2,0,0,0,0,0,1,3,0,0,0,0,0,0,12.0,2.0,1
"Andrasi, Jozsef",23,10,4,1,0,0,2,0,0,5,0,0,0,0,0,0,21.0,2.0,1
"Angelov, Ivo Serafimov",34,10,4,1,0,0,2,0,0,2,1,6,7,1,2,6,21.0,2.0,1
"Antoniuk, Andrii",24,9,3,1,0,0,1,0,1,3,0,0,0,0,0,0,19.0,2.0,1
"Aps, Eerik",31,10,4,1,0,0,2,0,0,5,0,0,8,0,0,5,13.0,2.0,1
"Aslanyan, Karen",23,7,3,1,1,3,4,1,2,4,0,0,2,0,0,1,24.0,2.0,1
"Assakalov, Rustam",34,7,3,1,0,0,0,0,0,0,3,5,5,0,1,4,10.0,1.0,1
"Atafi, Choukri",37,12,4,1,0,0,0,0,0,2,0,3,6,0,0,1,20.0,2.0,1
"Avendano Rojas, Luis Eduardo",26,11,4,1,0,1,1,1,1,1,0,2,6,0,0,2,9.0,1.0,1
"Azisbekov, Atabek",23,11,4,1,1,2,2,0,0,1,0,1,1,0,0,2,5.0,1.0,1
"Azizli, Eldaniz",26,4,2,0,3,3,3,4,5,5,0,1,1,0,0,0,1.0,0.0,0
"Babayan, Edgar",32,8,3,1,0,0,2,0,0,1,0,1,3,0,0,2,25.0,2.0,1
"Bakhromov, Ilkhom",21,1,1,0,2,2,3,1,3,4,0,0,0,0,0,0,9.0,1.0,1
"Baldauf, Felix",24,10,4,1,0,0,3,1,3,5,1,1,2,0,0,1,14.0,2.0,1
"Barreiro, Philip Raweriio",29,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0,2.0,1
"Barreiro, Thomas Rahontsiiosta",29,9,3,1,0,0,0,0,0,0,0,0,1,0,0,1,34.0,2.0,1
"Basar, Metehan",27,2,1,0,0,1,1,0,2,3,0,2,3,1,1,3,1.0,0.0,0
"Belenyuk, Zhan",27,1,1,0,0,2,2,1,3,4,2,4,5,1,2,2,2.0,0.0,0
"Benaissa, Tarek Aziz",27,4,2,0,0,0,0,1,3,4,1,4,5,0,0,3,5.0,1.0,1
"Berg, Zakarias Kristoffer",23,7,3,1,0,1,2,0,1,4,0,0,1,0,0,1,20.0,2.0,1
"Berge, Stig Andre",35,7,3,1,0,0,2,0,0,2,0,1,13,0,1,11,18.0,2.0,1
"Besleaga, Igor",27,8,3,1,0,0,1,0,0,5,0,0,5,0,0,4,10.0,1.0,1
"Bey, Kamal Ameer",20,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,7.0,1.0,1
"Bilici, Rahman",29,10,4,1,1,1,1,3,5,5,0,0,3,0,0,0,3.0,0.0,0
"Bisultanov, Rajbek Alvievich",23,5,2,0,0,0,0,0,0,1,0,0,2,0,0,1,20.0,2.0,1
"Bjerrehuus, Fredrik Holmquist",28,1,1,0,0,0,2,0,0,4,0,0,3,0,0,3,7.0,1.0,1
"Bolkvadze, Shmagi",24,7,3,1,0,2,4,1,3,3,0,1,1,0,0,2,14.0,2.0,1
"Borrero Molina, Ismael",26,1,1,0,0,0,0,0,0,0,3,3,4,1,1,3,16.0,2.0,1
"Boualem, Aziz",30,7,3,1,0,0,0,0,0,0,0,6,7,0,0,3,28.0,2.0,1
"Boudjemline, Adem",24,2,1,0,0,0,0,0,1,2,1,5,5,0,0,1,8.0,1.0,1
"Burduja, Viorel",31,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.0,1
"Cao, Liguo",20,10,4,1,0,0,0,0,1,2,0,0,0,0,0,0,5.0,1.0,1
"Castro Fernandez, Yerko Fidel",29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2.0,1
"Cengiz, Fatih",23,9,3,1,0,1,1,0,0,1,0,0,0,0,1,1,11.0,2.0,1
"Chalyan, Karapet",25,8,3,1,0,1,1,2,3,4,0,1,3,0,0,1,28.0,2.0,1
"Chekhirkin, Aleksander",32,3,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1.0,0.0,0
"Chen, Yanan",22,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2.0,1
"Chernetski, Aleksander",34,2,1,0,0,0,1,0,1,2,0,2,8,0,1,7,9.0,1.0,1
"Chkhartishvili, Dato",22,9,3,1,0,0,1,1,2,2,0,0,0,0,0,0,24.0,2.0,1
"Cho, Hyo-Chul",32,9,3,1,0,0,0,0,1,2,0,2,4,0,0,1,25.0,2.0,1
"Chugoshvili, Iosif",32,6,2,0,0,0,0,0,0,0,0,3,9,0,0,6,18.0,2.0,1
"Chunayev, Rasul",27,1,1,0,1,1,1,1,4,4,1,2,2,1,2,3,3.0,0.0,0
"Ciobanu, Victor",26,10,4,1,0,1,2,0,2,6,0,1,5,0,0,4,2.0,0.0,0
"Coleman, Ellis E.",27,8,3,1,0,0,0,0,2,2,0,2,2,0,0,2,11.0,2.0,1
"Coon, Adam Jacob",24,11,4,1,1,1,2,0,2,2,0,0,0,0,0,0,2.0,0.0,0
"Cousin Otomura, Lesyan Osvaldo",27,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,2.0,1
"Cuero Munoz, Jair Alexis",25,4,2,0,0,0,0,1,2,3,0,4,6,0,0,3,22.0,2.0,1
"Dadak, Ondrej",20,9,3,1,0,0,4,0,0,6,0,0,0,0,0,0,11.0,2.0,1
"Dag, Murat",24,5,2,0,0,0,0,0,0,1,0,0,1,0,0,1,14.0,2.0,1
"Daurov, Soslan",27,1,1,0,0,0,0,0,0,1,0,2,4,0,0,2,21.0,2.0,1
"David, Stepan",24,11,4,1,0,0,0,0,0,2,0,0,0,0,0,0,17.0,2.0,1
"Demirci, Suleiman",32,9,3,1,0,0,1,0,1,1,0,0,0,0,0,0,26.0,2.0,1
"Demyankov, Denys",30,6,2,0,0,0,0,0,0,3,0,0,3,0,0,4,15.0,2.0,1
"Diaz Maldonado, German Manuel",26,4,2,0,0,2,2,0,1,1,0,0,5,0,0,0,25.0,2.0,1
"Dimitrov, Yoan Danielov",22,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,21.0,2.0,1
"Dobrev, Nikolaj Georgiev",25,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,26.0,2.0,1
"Dzamashvili, Tornike",26,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,15.0,2.0,1
"Eid, Sultan Ali Mohd Damen",25,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,2.0,1
"Eisele, Pascal",26,12,4,1,0,1,2,0,0,2,1,1,5,0,1,4,27.0,2.0,1
"Endo, Katsuaki",21,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,2.0,1
"Fajari, Fouad",29,4,2,0,0,0,0,0,2,2,0,3,7,0,0,2,20.0,2.0,1
"Fergat, Abdelkarim",24,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,13.0,2.0,1
"Fis Batista, Ariel",24,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,2.0,1
"Fris, Kristijan",34,4,2,0,0,0,2,1,2,3,1,2,11,0,1,7,5.0,1.0,1
"Galkinas, Paulius",22,7,3,1,0,1,4,0,0,2,0,0,0,0,0,1,16.0,2.0,1
"Galstyan, Slavik",22,12,4,1,0,2,2,0,1,3,0,0,0,0,0,0,8.0,1.0,1
"Garipov, Marat",34,9,3,1,0,1,1,0,1,1,0,1,1,0,0,0,20.0,2.0,1
"Gastl, Daniel",25,6,2,0,0,0,2,0,1,6,0,0,5,0,0,3,24.0,2.0,1
"Geraei, Mohammad Reza Abdolhami",22,7,3,1,0,0,0,0,1,2,0,0,0,0,0,0,8.0,1.0,1
"Geraei, Mohammadali Abdolhamid",24,5,2,0,0,0,0,0,0,0,0,1,1,0,1,1,9.0,1.0,1
"Gharibyan, Gevorg",24,12,4,1,0,2,3,2,2,6,0,0,1,0,0,0,12.0,2.0,1
"Ghilmanou, Khalis Salah",26,3,1,0,0,0,2,0,0,3,0,0,0,0,0,0,18.0,2.0,1
"Ghourehjili, Shahab",28,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,16.0,2.0,1
"Gladkykh, Andrii",24,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,16.0,2.0,1
"Gobadze, Lasha",24,1,1,0,0,3,4,0,3,5,0,0,1,0,1,1,26.0,2.0,1
"Gonzalez Andrade, Andres Orlando",23,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,2.0,1
"Gregorich Hechavarria, Daniel",22,5,2,0,0,0,0,0,0,0,0,1,1,0,0,1,12.0,2.0,1
Gyanender,23,8,3,1,0,0,1,0,0,2,0,0,1,0,0,1,26.0,2.0,1
"Hajipour, Mohsen Hossein",30,8,3,1,0,0,1,0,1,2,0,1,5,0,0,1,11.0,2.0,1
"Hakhoyan, Norair",20,10,4,1,0,0,1,0,0,3,0,0,0,0,0,0,5.0,1.0,1
"Haloui, Hamza",24,7,3,1,1,1,1,2,2,3,0,4,4,0,0,0,22.0,2.0,1
"Hancock G'Angelo, Tracy",21,7,3,1,0,0,0,0,1,2,0,1,1,0,0,1,23.0,2.0,1
Hardeep,28,12,4,1,0,0,0,0,0,0,0,1,4,0,0,3,12.0,2.0,1
"Hazewinkel, Samuel",34,3,1,0,0,0,0,0,0,0,1,3,3,0,0,0,18.0,2.0,1
"Hietaniemi, Rami Antero",36,12,4,1,0,0,0,0,0,0,0,1,6,0,1,9,30.0,2.0,1
"Hrabovik, Aleksander",30,12,4,1,0,0,1,0,0,2,0,2,4,0,0,5,28.0,2.0,1
"Hrustanovic, Amer",30,6,2,0,0,0,0,0,0,5,0,1,7,0,0,6,23.0,2.0,1
"Hung, Ying-Hua",24,8,3,1,0,1,1,0,0,1,0,0,1,0,0,1,12.0,2.0,1
"Huseynov, Rafik",30,5,2,0,0,2,3,1,4,5,1,2,5,0,0,6,13.0,2.0,1
"Inoue, Tomohiro",31,7,3,1,0,1,2,0,0,2,0,1,2,0,0,0,12.0,2.0,1
"Islamov, Donior",29,12,4,1,0,0,0,0,0,5,0,1,8,0,0,5,9.0,1.0,1
"Ismailov, Amantur",21,12,4,1,0,0,1,0,0,0,0,0,0,0,0,0,25.0,2.0,1
"Janecic, Danijel",30,3,1,0,0,0,1,0,0,5,0,0,6,0,0,4,5.0,1.0,1
"Jimenez Terry, Reinier",28,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,2.0,1
"Jung, Youngrok",26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.0,1
"Jurkjans, Aleksandrs",23,9,3,1,0,0,3,0,0,4,0,0,2,0,0,1,27.0,2.0,1
"Kajaia, Mikheil",29,7,3,1,0,0,0,0,0,0,0,0,2,0,0,2,3.0,0.0,0
"Kakhelashvili, Nikoloz",23,11,4,1,0,0,1,1,2,2,0,0,0,0,0,0,27.0,2.0,1
"Kamal, Kerim Kazim",19,8,3,1,2,5,5,4,4,5,0,0,0,0,0,0,19.0,2.0,1
"Kayaalp, Riza",29,10,4,1,2,2,2,3,6,7,7,8,9,3,7,7,15.0,2.0,1
"Kazharski, Maksim",32,1,1,0,0,0,1,0,0,2,0,0,4,0,0,3,14.0,2.0,1
"Kessidis, Alexandros Michel",23,3,1,0,0,0,1,0,0,2,0,0,0,0,0,2,5.0,1.0,1
"Kessidis, Laokratis",29,10,4,1,0,0,0,0,0,4,0,0,4,0,0,2,9.0,1.0,1
"Khachatryan, Sargis",29,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,11.0,2.0,1
"Khalil, Rabbia K. A.",33,9,3,1,0,0,0,0,0,0,0,0,3,0,0,2,31.0,2.0,1
"Khasimbekov, Nurbek",30,7,3,1,0,1,1,0,0,0,0,0,1,0,0,2,20.0,2.0,1
"Khutchua, Giorgi",23,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2.0,1
"Kilov, Kazbek",26,1,1,0,0,0,0,1,3,4,0,1,2,0,0,2,25.0,2.0,1
"Kim, Hyeon-Woo",30,11,4,1,1,1,1,0,1,1,5,5,6,1,2,5,3.0,0.0,0
"Kim, Jin-Hyeok",29,5,2,0,1,1,2,0,1,2,0,1,3,0,0,2,12.0,2.0,1
"Kim, Min-Seok",25,9,3,1,0,0,1,1,2,4,0,1,2,0,0,1,3.0,0.0,0
"Kim, Seung-Hak",25,2,1,0,0,0,0,0,1,3,0,0,1,0,1,2,28.0,2.0,1
"Kinsinger, Etienne",22,9,3,1,1,1,4,0,3,4,0,0,0,0,0,1,8.0,1.0,1
"Kiss, Balazs",35,1,1,0,2,2,3,1,2,4,0,2,9,1,3,7,5.0,1.0,1
"Knystautas, Mantas",24,5,2,0,0,1,2,0,3,5,0,0,2,0,0,1,12.0,2.0,1
"Kobliashvili, Robert",25,12,4,1,0,1,1,0,2,4,0,1,3,0,1,1,3.0,0.0,0
"Korpasi, Balint",31,3,1,0,0,1,2,0,2,4,1,3,6,1,2,5,2.0,0.0,0
"Krajewski, Rafal Andrzej",23,12,4,1,0,0,0,0,0,1,0,0,0,0,0,0,24.0,2.0,1
"Krasznai, Mate",25,8,3,1,0,1,3,0,1,6,0,0,1,0,0,2,17.0,2.0,1
"Kudla, Denis Maksymilian",24,12,4,1,1,2,3,1,3,5,0,1,1,0,1,1,11.0,2.0,1
"Kuliev, Radik",26,7,3,1,0,0,0,0,0,0,0,1,1,0,1,1,7.0,1.0,1
"Kuosmanen, Matti Elias",23,9,3,1,2,3,4,0,0,1,0,0,2,0,0,1,19.0,2.0,1
"Kus, Emrah",30,10,4,1,0,0,0,1,1,2,0,0,3,0,1,2,2.0,0.0,0
"Kustubaev, Azamat",26,6,2,0,0,1,1,1,1,2,0,0,1,0,0,2,33.0,2.0,1
"Lam, Balint",26,5,2,0,0,0,0,1,3,6,0,1,4,0,0,3,20.0,2.0,1
"Laurinaitis, Villius",26,7,3,1,0,0,2,1,1,5,0,0,4,0,0,3,18.0,2.0,1
"Liakh, Pavel",26,7,3,1,0,0,1,0,0,0,0,1,3,0,0,2,23.0,2.0,1
"Lin, Yu-Hung",24,9,3,1,0,0,0,0,0,2,0,0,1,0,0,0,27.0,2.0,1
"Lipasti, Matias Olavi Iisakki",21,1,1,0,1,1,3,0,0,4,0,0,0,0,0,0,26.0,2.0,1
"Lizatovic, Ivan",30,11,4,1,0,0,0,0,0,2,0,1,5,0,0,4,29.0,2.0,1
"Loerincz, Tamas",32,12,4,1,0,0,2,0,2,3,3,6,7,0,2,9,2.0,0.0,0
"Loerincz, Viktor",28,4,2,0,0,1,1,1,1,2,1,2,4,0,2,5,14.0,2.0,1
"Lopez Salcedo, Manuel Alejandro",32,7,3,1,0,0,0,0,0,0,0,2,5,0,0,1,18.0,2.0,1
"Lund, Pontus Johan",28,12,4,1,0,1,1,0,0,1,0,0,0,0,0,0,13.0,2.0,1
"Maeta, Yuya",24,2,1,0,0,0,1,0,0,1,0,0,2,0,0,2,14.0,2.0,1
"Mahmoud, Haithem Mahmoud Ahmed Fahmy",27,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2.0,1
"Makhmudov, Beksultan Mukhamedovich",22,12,4,1,0,2,3,0,0,1,0,0,2,0,0,1,30.0,2.0,1
"Maksimovic, Aleksandar",30,2,1,0,0,1,3,2,3,6,0,4,11,0,0,8,11.0,2.0,1
"Malik, Kuldeep",30,7,3,1,0,1,2,0,0,3,0,0,0,0,0,0,29.0,2.0,1
"Mammadov, Kamran",28,3,1,0,0,0,0,2,3,3,0,3,4,0,0,2,10.0,1.0,1
"Mammadov, Murad",23,8,3,1,3,4,6,3,4,4,0,0,0,0,0,0,25.0,2.0,1
"Mammadov, Taleh",29,8,3,1,0,0,0,0,0,0,0,0,2,0,0,2,10.0,1.0,1
"Manish, Manish 5",24,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,2.0,1
"Manjeet, Manjeet 2",25,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,28.0,2.0,1
"Mantsigov, Abuyazid",25,7,3,1,0,1,1,1,1,2,0,1,1,0,0,0,5.0,1.0,1
"Manukyan, Maksim",31,12,4,1,0,0,0,0,0,0,0,0,4,1,2,4,3.0,0.0,0
"Mardani, Mehrdad Abdmohammad",26,6,2,0,0,1,1,1,1,1,0,0,0,0,0,1,23.0,2.0,1
"Mariamidze, Lasha",24,9,3,1,0,0,0,0,0,0,0,0,0,0,0,1,26.0,2.0,1
"Mariea, George-Vlad",22,9,3,1,0,1,2,0,2,5,0,0,1,0,0,2,19.0,2.0,1
"Marques Moreira, Angelo Rafael",28,7,3,1,0,0,0,0,0,2,0,1,5,0,0,2,17.0,2.0,1
"Martinez, Patrick Anthony",28,4,2,0,0,0,0,0,0,0,0,1,1,0,0,2,25.0,2.0,1
"Marvik, Oskar",23,11,4,1,0,0,1,0,0,1,0,0,1,0,0,0,10.0,1.0,1
"Maryanyan, Stepan",27,9,3,1,2,2,2,1,1,2,1,1,1,0,1,2,1.0,0.0,0
"Masjuks, Nikita",23,8,3,1,0,0,3,0,0,3,0,0,2,0,0,1,24.0,2.0,1
"Meng, Lingzhe",33,6,2,0,0,0,0,0,2,4,0,0,0,0,0,0,7.0,1.0,1
"Michalik, Tadeusz",27,2,1,0,0,0,0,0,0,3,0,1,3,0,0,2,16.0,2.0,1
"Mihut, Mihai Radu",23,3,1,0,0,0,1,0,1,6,0,0,1,0,0,0,16.0,2.0,1
"Milov, Kiril Milenov",21,1,1,0,1,1,1,0,0,4,0,0,0,0,0,0,2.0,0.0,0
"Mnatsakanian, Aik",23,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0
"Mohamed, Abdellatif Mohamed Ahmed",23,12,4,1,0,0,0,0,0,1,2,2,2,0,0,1,23.0,2.0,1
"Mohamed, Hassan Hassan Ahmed",28,1,1,0,1,1,2,2,5,5,0,0,0,0,0,0,5.0,1.0,1
"Mohamed, Moustapha Hassan Abdelaal",33,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,2.0,1
"Molina Cortez, Mario Bernardo",29,2,1,0,2,2,2,0,3,5,0,3,5,0,0,2,31.0,2.0,1
"Montano Arroyo, Andres Roberto",28,4,2,0,0,0,0,2,3,3,2,3,6,0,0,3,13.0,2.0,1
"Morbitzer, Matous",25,12,4,1,0,0,1,0,0,5,0,0,1,0,0,4,19.0,2.0,1
"Munoz Jaramillo, Carlos Andres",26,8,3,1,0,0,0,0,0,0,0,6,6,0,0,2,18.0,2.0,1
"Mursaliev, Elvin",30,8,3,1,0,1,1,1,2,4,1,3,7,0,2,4,8.0,1.0,1
"Na, Junjie",23,8,3,1,0,0,0,1,1,1,0,0,2,0,0,1,11.0,2.0,1
"Nabi, Heiki",33,6,2,0,0,0,1,0,0,2,0,1,13,2,4,9,5.0,1.0,1
"Nad, Tamas",26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,2.0,1
"Nadareishvili, Revazi",27,7,3,1,0,0,1,1,1,1,0,0,1,0,1,1,7.0,1.0,1
"Naderi Khadem, Moslem",36,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0,2.0,1
"Nalgiev, Bilan",28,7,3,1,0,0,0,1,2,3,0,0,0,0,0,0,5.0,1.0,1
"Nara, Yuta",24,3,1,0,0,0,1,0,0,2,0,0,1,0,0,1,17.0,2.0,1
"Nasibov, Parviz",20,8,3,1,0,4,4,1,4,6,0,0,1,0,0,1,20.0,2.0,1
"Naveen, Naveen",29,12,4,1,0,0,0,0,0,0,0,1,5,0,0,3,19.0,2.0,1
"Nemes, Viktor",25,7,3,1,0,0,2,0,0,5,0,2,5,1,1,4,3.0,0.0,0
"Noumonvi, Melonin",36,10,4,1,0,0,2,0,0,3,0,5,12,1,2,12,10.0,1.0,1
"Nouri, Hossein Ahmad",28,8,3,1,0,0,0,0,0,0,1,1,1,0,1,1,9.0,1.0,1
"Novak, Petr",30,4,2,0,0,0,1,0,0,4,0,0,7,0,0,4,21.0,2.0,1
"Nugumanov, Aydin",28,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,2.0,1
"Nuriev, Orkhan",23,7,3,1,0,0,0,2,4,5,0,0,2,0,0,2,32.0,2.0,1
"Nylypiuk, Iwan",33,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2.0,1
"Oehler, Peter",26,12,4,1,0,0,1,0,1,2,0,0,1,0,0,1,15.0,2.0,1
"Oeztuerk, Ekrem",21,2,1,0,0,3,4,0,0,3,0,0,0,0,0,0,3.0,0.0,0
"Olejniczak, Marcin",31,5,2,0,0,1,2,0,0,5,0,0,2,0,0,1,33.0,2.0,1
"Orta Sanchez, Luis Alberto",24,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2.0,1
"Ota, Shinobu",25,12,4,1,0,0,0,0,1,2,0,2,2,0,0,0,9.0,1.0,1
"Ozdoev, Bekhan",25,5,2,0,1,1,1,0,1,1,0,0,1,0,0,0,5.0,1.0,1
"Pacurkowski, Roman",23,9,3,1,0,0,2,0,0,1,0,0,0,0,0,0,27.0,2.0,1
"Parisi, Fabio",25,3,1,0,0,0,1,0,0,1,0,0,4,0,0,2,27.0,2.0,1
"Park, Daekun",23,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.0,1
"Pataridze, Zviadi",21,3,1,0,3,4,5,6,6,6,0,0,0,0,0,0,13.0,2.0,1
"Peng, Fei",26,3,1,0,0,0,0,0,1,1,0,2,4,0,0,2,17.0,2.0,1
"Perez Mora, Luillys Jose",28,12,4,1,0,0,0,0,0,1,0,5,5,0,0,2,8.0,1.0,1
"Perkins, RaVaughn Richard Ravelle",26,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,2.0,1
"Permanov, Shermet",27,6,2,0,0,0,0,0,0,0,0,1,5,0,0,2,29.0,2.0,1
"Petravicius, Justas",23,1,1,0,0,0,1,0,0,4,0,0,0,0,0,1,11.0,2.0,1
"Petrisnin, Igor",25,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0,2.0,1
"Petrov, Nedyalko",23,7,3,1,0,0,1,0,1,4,0,0,0,0,0,0,19.0,2.0,1
"Piatek, Przemyslaw",23,7,3,1,0,0,0,0,0,4,0,0,1,0,0,0,17.0,2.0,1
"Pino Hinds, Oscar",25,10,4,1,0,0,0,0,0,0,2,2,2,0,1,1,3.0,0.0,0
"Popp, Eduard",27,6,2,0,0,0,2,0,2,5,0,0,4,0,0,4,5.0,1.0,1
"Poshtam, Pejman Sultanmurad",24,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,23.0,2.0,1
"Prevolarakis, Georgios",28,10,4,1,0,0,4,0,0,2,0,0,3,0,0,2,30.0,2.0,1
"Puffer, Benedikt Sebastian",27,9,3,1,0,0,2,0,0,4,0,0,5,0,0,4,25.0,2.0,1
"Pyshkov, Dmitri",32,8,3,1,0,0,1,2,3,3,0,2,6,0,0,4,18.0,2.0,1
"Rakhmatov, Mirzobek",23,9,3,1,0,2,3,0,1,1,0,0,0,0,0,0,28.0,2.0,1
"Ri, Se-Ung",20,12,4,1,2,2,2,0,0,0,0,0,0,0,0,0,5.0,1.0,1
"Roberts, Dalton James",22,7,3,1,0,0,0,0,0,2,0,0,0,0,0,0,31.0,2.0,1
"Ryu, Hansu",30,2,1,0,0,0,0,2,4,4,2,3,3,2,3,3,26.0,2.0,1
"Sahakyan, Gevorg",28,1,1,0,0,1,2,0,1,2,0,0,0,0,0,0,3.0,0.0,0
"Sanfilippo, Ignazio",24,8,3,1,0,0,4,0,0,4,0,0,0,0,0,0,13.0,2.0,1
"Sarsenbaev, Zhanserik",27,6,2,0,0,0,0,1,3,3,0,0,1,0,0,0,10.0,1.0,1
"Sasunovski, Viktor",20,6,2,0,0,0,1,0,0,0,0,1,3,0,1,3,3.0,0.0,0
"Schwarz, Roland",22,8,3,1,0,0,2,0,0,2,0,0,0,0,0,0,7.0,1.0,1
"Shadukaev, Mansur",22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2.0,1
"Shadukaev, Tamerlan",22,1,1,0,1,2,2,1,3,4,0,0,0,0,0,0,21.0,2.0,1
"Shahinyan, Artur",31,1,1,0,0,0,2,0,3,5,0,2,2,0,0,4,3.0,0.0,0
"Sharafedinov, Imil",31,11,4,1,0,0,0,0,0,0,0,0,0,0,1,1,22.0,2.0,1
"Shariati, Sabah Saleh",29,1,1,0,0,0,0,0,0,0,0,1,3,0,0,3,14.0,2.0,1
"Sharma, Gaudrav",27,5,2,0,0,1,1,0,0,0,0,1,2,0,0,1,17.0,2.0,1
"Sharshenbekov, Zholaman",19,9,3,1,1,3,3,0,2,2,0,0,0,0,0,0,2.0,0.0,0
"Shermakhanbet, Meirzhan",22,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0
"Shimoyamada, Tsuchika",22,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,9.0,1.0,1
"Singh, Gurpreet",25,4,2,0,0,0,0,0,0,2,0,0,3,0,0,3,34.0,2.0,1
"Singh, Harpreet",25,2,1,0,0,0,1,0,0,2,0,2,5,0,0,4,15.0,2.0,1
"Soini, Daniel Mattias",23,11,4,1,0,0,0,0,0,2,0,0,0,0,0,0,16.0,2.0,1
"Son, Hee-Dong",21,8,3,1,0,1,2,0,1,4,0,0,0,0,0,0,12.0,2.0,1
"Sonoda, Arata",24,7,3,1,0,0,0,0,0,3,0,0,2,0,0,3,22.0,2.0,1
"Soos, Tamas",24,1,1,0,0,0,4,0,0,6,0,0,2,0,0,1,21.0,2.0,1
"Speiller, Geordan Aaron",25,3,1,0,0,0,0,0,0,2,1,1,2,0,0,0,24.0,2.0,1
"Staebler, Frank",29,6,2,0,0,1,2,0,2,2,1,3,5,2,3,5,1.0,0.0,0
"Stankevicius, Eividas",24,6,2,0,0,0,2,0,0,2,0,0,0,0,0,1,22.0,2.0,1
"Starcevic, Bozo",30,12,4,1,0,0,1,0,0,3,0,1,6,0,0,3,12.0,2.0,1
